"Symbol","Name","Stock Exchange","RBICS Economy","Closing Price","Market Value","Sales","Price / Book Value"
"SHCR","Sharecare, Inc. Class A","NASDAQ","Healthcare",1.39,515.593617740669,403.729,0.8874062
"ARTW","Art's-Way Manufacturing Co., Inc.","NASDAQ","Industrials",1.99,10.0922011954447,25.831961,0.8870249
"TXMD","TherapeuticsMD, Inc.","NASDAQ","Healthcare",1.89,21.7962955637107,0.996,0.8859558
"NXU","Nxu, Inc. Class A","NASDAQ","Industrials",0.3407,4.15503257737531,0.507,0.8846868
"RMBI","Richmond Mutual Bancorporation, Inc.","NASDAQ","Finance",12.525,137.673632481801,80.119566,0.8846633
"TLPH","Talphera, Inc.","NASDAQ","Healthcare",0.9507,16.1552231147864,0.398,0.8833816
"LCNB","LCNB Corp.","NASDAQ","Finance",15.51,219.500443789029,110.908,0.8828922
"PFC","Premier Financial Corp.","NASDAQ","Finance",25.2,903.130540343103,437.493,0.8825948
"PWOD","Penns Woods Bancorp, Inc.","NASDAQ","Finance",22.41,169.072935612559,111.68,0.8823918
"CYN","Cyngn Inc.","NASDAQ","Consumer Cyclicals",4.64,9.40311233166256,0.079744,0.8812971
"SJ","Scienjoy Holding Corporation Class A","NASDAQ","Technology",1,41.4420257734375,205.821999999994,0.8812826
"PRAA","PRA Group, Inc.","NASDAQ","Finance",22.7,894.771727689556,999.859,0.8810392
"HTLF","Heartland Financial USA, Inc.","NASDAQ","Finance",54.97,2357.06883656059,968.774,0.880973
"VBFC","Village Bank and Trust Financial Corp.","NASDAQ","Finance",47.51,71.03504831292,37.276,0.8808419
"BNR","Burning Rock Biotech Ltd. Sponsored ADR","NASDAQ","Healthcare",6.19,63.4106378981689,70.3825380561892,0.8793112
"RSLS","ReShape Lifesciences, Inc.","NASDAQ","Healthcare",0.1745,5.12805807640879,8.046,0.8790706
"CGBD","Carlyle Secured Lending, Inc","NASDAQ","Finance",16.52,840.01653847433,228.537,0.8790522
"HBNC","Horizon Bancorp, Inc.","NASDAQ","Finance",15.83,691.961890967403,348.304,0.878059
"MTRX","Matrix Service Company","NASDAQ","Industrials",9.95,271.722495306245,744.568,0.8778114
"BFRI","Biofrontera, Inc.","NASDAQ","Healthcare",1.08,5.98699974962074,35.241,0.8770763
"GROW","U.S. Global Investors, Inc. Class A","NASDAQ","Finance",2.55,35.4777503840723,5.851,0.8768863
"HFWA","Heritage Financial Corporation","NASDAQ","Finance",22.74,784.443506127274,304.134,0.8750481
"IBTX","Independent Bank Group, Inc.","NASDAQ","Finance",57.53,2384.17035693547,984.94,0.8742322
"TBRG","TruBridge, Inc.","NASDAQ","Healthcare",12.26,183.413415499186,332.757,0.8731677
"MSBI","Midland States Bancorp, Inc.","NASDAQ","Finance",22.84,488.622039931222,483.704,0.8717927
"CBFV","CB Financial Services, Inc.","NASDAQ","Finance",25.95,133.432595146684,66.416,0.8717215
"ATER","Aterian Inc","NASDAQ","Consumer Cyclicals",3.12,26.7971247952855,120.622,0.8714424
"BCML","BayCom Corp.","NASDAQ","Finance",23.43,261.391320762639,137.046,0.8709541
"WATT","Energous Corp.","NASDAQ","Technology",0.93,6.31922816845085,0.370375,0.8707983
"GT","Goodyear Tire & Rubber Company","NASDAQ","Consumer Cyclicals",8.76,2493.85828781594,19365,0.8705696
"JXJT","JX Luxventure Limited","NASDAQ","Consumer Services",1.85,11.2169051423834,31.840588000008,0.8694234
"CCAP","Crescent Capital BDC, Inc.","NASDAQ","Finance",18.36,680.450013160123,188.51,0.8674048
"OCC","Optical Cable Corporation","NASDAQ","Technology",2.78,21.9410806305177,65.237404,0.8656545
"WAVE","Eco Wave Power Global AB Sponsored ADR","NASDAQ","Industrials",3.9,21.6424869792278,0.306558949497,0.865535
"QNRX","Quoin Pharmaceuticals. Ltd Sponsored ADR","NASDAQ","Healthcare",0.6436,2.56150864037991,0,0.8549213
"WMPN","William Penn Bancorp, Inc.","NASDAQ","Finance",11.85,111.811900829545,34.974,0.8548925
"CPIX","Cumberland Pharmaceuticals Inc.","NASDAQ","Healthcare",1.37,19.3109003834512,37.785542,0.8547004
"HSCS","Heart Test Laboratories, Inc.","NASDAQ","Healthcare",3.48,2.97876180612499,0.0186,0.8544258
"LARK","Landmark Bancorp, Inc.","NASDAQ","Finance",19.935,109.690501092578,82.364,0.85435
"SSBI","Summit State Bank","NASDAQ","Finance",8.9899,60.0216036356292,62.358,0.8542806
"LICN","Lichen China Ltd. Class A","NASDAQ","Business Services",2.26,85.3149996399879,39.75900000001,0.8542805
"TSRI","TSR, Inc.","NASDAQ","Business Services","NA","NA",88.819413,0.8537686
"VNET","VNET Group, Inc. Sponsored ADR","NASDAQ","Technology",2.08,547.479119918585,1046.41557919147,0.8537525
"OPBK","OP Bancorp","NASDAQ","Finance",12.68,187.811996059165,144.293,0.8527134
"PKBK","Parke Bancorp, Inc.","NASDAQ","Finance",20.67,247.572835605804,123.598,0.8526919
"VIR","Vir Biotechnology, Inc.","NASDAQ","Healthcare",8.62,1177.83309624028,78.877,0.8526406
"WHLM","Wilhelmina International, Inc.","NASDAQ","Consumer Services",5.99,30.8924914238332,16.997,0.8524452
"CREX","Creative Realities, Inc.","NASDAQ","Business Services",4.45,46.4876309496576,51.426,0.852044
"LILAK","Liberty Latin America Ltd. Class C","NASDAQ","Telecommunications",9.55,1870.90703542519,4504.13132082723,0.8519974
"RLYB","Rallybio Corporation","NASDAQ","Healthcare",1.14,47.2958485581266,0.299,0.8514701
"VLY","Valley National Bancorp","NASDAQ","Finance",8.74,4450.60136477154,3506.155,0.8493506
"EQRX","EQRx, Inc.","NASDAQ","Healthcare","NA","NA",0,0.8478432
"IFRX","InflaRx N.V.","NASDAQ","Healthcare",1.6,94.2132399292773,0.113845236725683,0.8470044
"TSVT","2seventy Bio, Inc.","NASDAQ","Healthcare",4.69,241.52528817165,44.12,0.8468408
"FBRX","Forte Biosciences Inc.","NASDAQ","Healthcare",0.337,12.3018309999002,0,0.8454574
"SBFG","SB Financial Group Inc","NASDAQ","Finance",16.4,110.338637074293,78.764,0.8445697
"AFBI","Affinity Bancshares, Inc.","NASDAQ","Finance",21.34,136.841263290395,48.078,0.8432928
"EBC","Eastern Bankshares, Inc.","NASDAQ","Finance",16.73,3607.79596314317,853.139,0.8421462
"UGRO","urban-gro Inc","NASDAQ","Industrials",1.43,17.615827400654,70.320066,0.8421255
"MCVT","Mill City Ventures III, Ltd.","NASDAQ","Finance",2.56,16.346252076039,3.619641,0.8415423
"OPK","OPKO Health, Inc.","NASDAQ","Healthcare",1.62,1129.74918423355,716.372,0.8405139
"PATI","Patriot Transportation Holding, Inc.","NASDAQ","Industrials","NA","NA",94.785,0.839738
"ATSG","Air Transport Services Group, Inc.","NASDAQ","Industrials",16.64,1094.25452040986,2014.104,0.8394036
"FGF","Fundamental Global Inc.","NASDAQ","Finance",1.0476,30.1255183507128,30.253,0.8393839
"HAFC","Hanmi Financial Corporation","NASDAQ","Finance",20.03,606.275618184311,419.209,0.8393781
"SGRP","SPAR Group, Inc.","NASDAQ","Business Services",1.56,36.5348000667718,258.415,0.8391841
"WSBF","Waterstone Financial, Inc.","NASDAQ","Finance",14.85,288.941849883027,196.361,0.8384387
"MNY","MoneyHero Limited","NASDAQ","Technology",1.21,47.7041755866337,102.846081000021,0.8381045
"NICK","Nicholas Financial, Inc.","NASDAQ","Finance",5.86,42.812821438629,22.237,0.8373892
"OPOF","Old Point Financial Corporation","NASDAQ","Finance",19.96,101.314475505027,84.275,0.8373144
"SLGC","SomaLogic, Inc. Class A","NASDAQ","Healthcare","NA","NA",81.724,0.8372416
"CBAT","CBAK Energy Technology, Inc.","NASDAQ","Industrials",1.02,91.7379681026614,226.236271,0.8368334
"OFIX","Orthofix Medical, Inc.","NASDAQ","Healthcare",17.32,661.187275184697,767.50204300751,0.8367447
"GHSI","Guardion Health Sciences, Inc.","NASDAQ","Healthcare",14.2,18.2350144559563,6.427081,0.8359607
"TCBS","Texas Community Bancshares, Inc.","NASDAQ","Finance",14,44.1794490814209,19.556,0.8348292
"ABOS","Acumen Pharmaceuticals, Inc.","NASDAQ","Healthcare",2.94,176.634547123705,0,0.8329538
"STBX","Starbox Group Holdings Ltd. Class A","NASDAQ","Business Services",0.1711,29.8578046857513,"NA",0.8325795
"LQR","LQR House Inc.","NASDAQ","Consumer Non-Cyclicals",0.662492,3.69793403639443,1.818048,0.8324195
"LBC","Luther Burbank Corporation","NASDAQ","Finance","NA","NA",344.13,0.8313466
"NVVE","Nuvve Holding Corp.","NASDAQ","Industrials",0.4982,3.25186444962591,5.9837857942589,0.8311637
"SLRC","SLR Investment Corp.","NASDAQ","Finance",15.55,848.324570570876,207.577,0.8310599
"BBLG","Bone Biologics Corp.","NASDAQ","Healthcare",1.56,2.81022602740705,0,0.8308518
"SYBX","Synlogic Inc","NASDAQ","Healthcare",1.5,17.5441646575928,3.17,0.8291338
"LENZ","LENZ Therapeutics, Inc.","NASDAQ","Healthcare",22,604.926609039307,0,0.8278699
"NTRP","NextTrip, Inc.","NASDAQ","Industrials",2.48,3.33791140262474,0.522867,0.8277457
"VBTX","Veritex Holdings, Inc.","NASDAQ","Finance",24.55,1335.17451810003,788.027,0.8257263
"NKTR","Nektar Therapeutics","NASDAQ","Healthcare",1.36,250.348099557106,93.157,0.8255165
"NTCT","NetScout Systems, Inc.","NASDAQ","Technology",21.15,1508.37181689536,792.882,0.8242147
"BFIN","BankFinancial Corporation","NASDAQ","Finance",11.77,146.662186947942,74.413,0.8237874
"RUN","Sunrun Inc.","NASDAQ","Utilities",21.15,4727.86431826031,2061.825,0.8234181
"LBAI","Lakeland Bancorp, Inc.","NASDAQ","Finance","NA","NA",527.61,0.8224928
"CFBK","CF Bankshares Inc","NASDAQ","Finance",20.6831,132.125914978466,120.736,0.8214915
"WNEB","Western New England Bancorp, Inc.","NASDAQ","Finance",8.78,187.174536505585,118.909,0.8213724
"BRTX","BioRestorative Therapies, Inc.","NASDAQ","Healthcare",1.68,11.6254635805172,0.1741,0.8197447
"ESEA","Euroseas Ltd.","NASDAQ","Industrials",45.76,320.941467414948,205.168137,0.8196426
"GECC","Great Elm Capital Corp","NASDAQ","Finance",10.37,108.365329853071,31.687,0.819563
"SMSI","Smith Micro Software, Inc.","NASDAQ","Telecommunications",0.6394,7.05586189136193,30.532,0.8193591
"PSNL","Personalis, Inc.","NASDAQ","Healthcare",5.8,308.540898360578,80.027,0.8189785
"PDLB","Ponce Financial Group Inc","NASDAQ","Finance",11.12,264.786470968811,153.974,0.8188366
"TURN","180 Degree Capital Corp","NASDAQ","Finance",3.38,33.8004749870461,-9.029132,0.8164485
"SGA","Saga Communications, Inc. Class A","NASDAQ","Consumer Services",15.08,94.4231301108184,111.7,0.8161395
"NCNA","NuCana plc Sponsored ADR","NASDAQ","Healthcare",7.01,15.7472645141602,0,0.8161153
"USAP","Universal Stainless & Alloy Products, Inc.","NASDAQ","Non-Energy Materials",42.3,390.765412721288,311.459,0.815959
"BRKL","Brookline Bancorp, Inc.","NASDAQ","Finance",10.17,904.231270897799,634.11,0.8159322
"BNOX","Bionomics Ltd ADR","NASDAQ","Healthcare",0.69,8.24616116535435,0.0148298672023193,0.8135644
"CRKN","Crown ElectroKinetics Corp.","NASDAQ","Non-Energy Materials",2.03,8.9110055621245,5.424,0.8119016
"LVTX","LAVA Therapeutics NV","NASDAQ","Healthcare",1.84,48.3776244737878,7.32439357732771,0.8116131
"SCSC","ScanSource, Inc.","NASDAQ","Technology",48.91,1208.52715017941,3460.844,0.8112187
"BMRC","Bank of Marin Bancorp","NASDAQ","Finance",20.63,335.775184990944,111.318,0.8103826
"BVFL","BV Financial, Inc.","NASDAQ","Finance",14.28,162.616680957258,48.176,0.810333
"LASE","Laser Photonics Corp.","NASDAQ","Industrials",3.25,39.8788869380951,3.445418,0.8099278
"CLWT","Euro Tech Holdings Co. Ltd.","NASDAQ","Healthcare",1.58,12.1917528412184,17.94,0.8096127
"TENX","Tenax Therapeutics, Inc.","NASDAQ","Healthcare",4.07,13.8742479358702,0,0.8091565
"ESGR","Enstar Group Limited","NASDAQ","Finance",324.63,4944.65196666343,1129,0.8081562
"FIP","FTAI Infrastructure Incorporation","NASDAQ","Industrials",9.24,970.602999333889,329.568,0.8079742
"NTGR","NETGEAR, Inc.","NASDAQ","Technology",16.59,475.77997704372,694.328,0.8063517
"BOSC","BOS Better Online Solutions Ltd","NASDAQ","Technology",2.95,16.9566007017136,40.6505617996219,0.8054969
"MOFG","MidWestOne Financial Group, Inc.","NASDAQ","Finance",28.81,454.433605162485,315.791,0.8053995
"DRIO","DarioHealth Corp.","NASDAQ","Healthcare",0.8931,26.818256093874,19.147,0.8043811
"PVBC","Provident Bancorp Inc","NASDAQ","Finance",10.36,183.033491019976,96.992,0.8022108
"NFBK","Northfield Bancorp, Inc.","NASDAQ","Finance",12.1,522.553072809678,238.054,0.8008118
"STSS","Sharps Technology, Inc.","NASDAQ","Healthcare",0.2607,7.45354544449356,0,0.8006545
"PTMN","Portman Ridge Finance Corporation","NASDAQ","Finance",18.58,171.753970356443,43.088,0.7993668
"CNOB","ConnectOne Bancorp, Inc.","NASDAQ","Finance",24.94,956.903364149286,528.275,0.798131
"ILAG","Intelligent Living Application Group Incorporation","NASDAQ","Non-Energy Materials",0.9297,16.7903818100624,6.44335700000112,0.7977141
"SLGL","Sol-Gel Technologies Ltd.","NASDAQ","Healthcare",0.604,16.8260007020274,6.52502340234307,0.7965688
"VCSA","Vacasa, Inc. Class A","NASDAQ","Consumer Services",3.62,92.0679439500228,1014.965,0.7965534
"NISN","NiSun International Enterprise Development Group Co., Ltd. Class A","NASDAQ","Consumer Non-Cyclicals",10.12,40.6580687121282,386.143563000098,0.7953488
"BSET","Bassett Furniture Industries, Inc.","NASDAQ","Consumer Cyclicals",13.21,116.147357131667,351.883,0.7948905
"NTWK","NetSol Technologies, Inc.","NASDAQ","Technology",2.65,30.2238872437706,58.734987,0.7920393
"SRTS","Sensus Healthcare, Inc.","NASDAQ","Healthcare",6.53,107.020509324638,36.366,0.7911843
"FLIC","First of Long Island Corporation","NASDAQ","Finance",12.79,288.174954985379,175.421,0.7868139
"GRCL","Gracell Biotechnologies Inc. Sponsored ADR Class A","NASDAQ","Healthcare","NA","NA",0,0.7867928
"FRST","Primis Financial Corp.","NASDAQ","Finance",12.37,305.313425310314,180.55,0.7867908
"RBKB","Rhinebeck Bancorp, Inc.","NASDAQ","Finance",8.22,91.140135654955,68.6,0.7840479
"PACW","PacWest Bancorp","NASDAQ","Finance","NA","NA",1905.094,0.7832762
"MYFW","First Western Financial, Inc.","NASDAQ","Finance",17.76,171.571355360538,177.149,0.7827157
"SILC","Silicom Ltd.","NASDAQ","Technology",12.92,78.7981190947667,78.6606555441313,0.7819939
"MVST","Microvast Holdings, Inc.","NASDAQ","Industrials",0.315,102.001821127378,349.717,0.7816687
"SWKH","SWK Holdings Corporation","NASDAQ","Finance",17.49,216.208749907642,40.649,0.7815704
"AMCX","AMC Networks Inc. Class A","NASDAQ","Consumer Services",10.7,471.849878914415,2538.197,0.780984
"SGLY","Singularity Future Technology Ltd.","NASDAQ","Industrials",4.44,15.5555041410537,3.370424,0.7801879
"WAFD","WaFd, Inc.","NASDAQ","Finance",36.47,2962.06850170204,1338.992,0.7799754
"WSBC","WesBanco, Inc.","NASDAQ","Finance",32.39,1930.04593374621,894.861,0.7798107
"SNT","Senstar Technologies Corporation","NASDAQ","Technology",1.735,40.4428262421129,33.7920892606276,0.7793316
"BSBK","Bogota Financial Corp.","NASDAQ","Finance",7.29,95.6546778632601,40.565411,0.7792904
"SDOT","Sadot Group Inc.","NASDAQ","Consumer Services",0.44235,24.209356324014,636.376,0.77835
"CIVB","Civista Bancshares, Inc.","NASDAQ","Finance",16.8,264.385312853072,234.574,0.7780164
"CRMT","America's Car-Mart, Inc.","NASDAQ","Consumer Cyclicals",62.13,397.43049743592,1393.894,0.7777142
"ADTH","AdTheorent Holding Company, Inc.","NASDAQ","Technology","NA","NA",172.992,0.7766096
"RENB","Renovaro Inc.","NASDAQ","Healthcare",0.7044,103.902482882371,0,0.7761219
"ALCO","Alico, Inc.","NASDAQ","Consumer Non-Cyclicals",28.59,218.105645747755,46.388,0.7753727
"CXAI","CXApp Inc. Class A","NASDAQ","Technology",2.4,36.6407035128555,7.073,0.7747934
"UVSP","Univest Financial Corporation","NASDAQ","Finance",28.15,821.164377242651,479.821,0.7747105
"TA","TravelCenters of America Inc.","NASDAQ","Consumer Cyclicals","NA","NA",10786.935,0.7746189
"WAFU","Wah Fu Education Group Ltd.","NASDAQ","Consumer Non-Cyclicals",1.775,7.82874243472673,7.22322,0.7725514
"SASR","Sandy Spring Bancorp, Inc.","NASDAQ","Finance",31.02,1399.30206303849,731.059,0.7703626
"RFIL","RF Industries, Ltd.","NASDAQ","Technology",3.88,40.2027905687191,61.094,0.7699791
"AFCG","AFC Gamma, Inc.","NASDAQ","Finance",10.23,211.424354762836,69.270564,0.7689559
"AEMD","Aethlon Medical, Inc.","NASDAQ","Healthcare",0.5134,7.1554241333036,0,0.7661612
"NAVI","Navient Corp","NASDAQ","Finance",16.05,1756.03194472496,4837,0.7657428
"FFNW","First Financial Northwest, Inc.","NASDAQ","Finance",22.24,204.159302098124,84.263,0.7654324
"BRNS","Barinthus Biotherapeutics plc Sponsored ADR","NASDAQ","Healthcare",1.245,48.7845009968455,-0.00196687824099995,0.7646749
"WLFC","Willis Lease Finance Corporation","NASDAQ","Finance",108.78,715.284128106447,460.345,0.762659
"SANW","S&W Seed Company","NASDAQ","Consumer Non-Cyclicals",0.3147,13.6403240658592,68.677227,0.7626144
"OVBC","Ohio Valley Banc Corp.","NASDAQ","Finance",24.04,113.252466414033,81.93,0.7623381
"VLGEA","Village Super Market, Inc. Class A","NASDAQ","Consumer Non-Cyclicals",31.55,420.080085843137,2212.135,0.7607698
"WORX","SCWorx Corp.","NASDAQ","Healthcare",1.12,1.35635922055738,3.922513,0.7602947
"NBBK","NB Bancorp, Inc.","NASDAQ","Finance",18.78,802.013646953703,274.706,0.7578143
"LSBK","Lake Shore Bancorp, Inc.","NASDAQ","Finance",12.72,72.9751023544027,37.66,0.7578096
"ADIL","Adial Pharmaceuticals, Inc.","NASDAQ","Healthcare",1.06,6.78758335666384,0,0.7576683
"GTEC","Greenland Technologies Holding Corporation","NASDAQ","Industrials",2.07,28.1406764110402,90.355282,0.7573598
"SWIM","Latham Group Inc","NASDAQ","Consumer Cyclicals",6.44,744.31654775107,522.396,0.7567953
"BLIN","Bridgeline Digital, Inc.","NASDAQ","Technology",0.8788,9.15499471666038,15.293,0.7552316
"FLGT","Fulgent Genetics, Inc.","NASDAQ","Healthcare",23.29,705.609759850326,290.705,0.7545704
"ZFOX","ZeroFox Holdings Inc","NASDAQ","Technology","NA","NA",233.3,0.7534834
"LYEL","Lyell Immunopharma, Inc.","NASDAQ","Healthcare",1.59,407.044957885846,0.054,0.7522354
"MRCC","Monroe Capital Corp.","NASDAQ","Finance",7.79,168.780786794039,62.78,0.7513608
"FISI","Financial Institutions, Inc.","NASDAQ","Finance",25.79,399.033079751491,366.307,0.7501138
"WIMI","WiMi Hologram Cloud Inc. ADR Class B","NASDAQ","Technology",0.8166,80.1966891146548,82.6201233773828,0.7492577
"MLVF","Malvern Bancorp, Inc.","NASDAQ","Finance","NA","NA",40.57,0.7490738
"DLTH","Duluth Holdings, Inc. Class B","NASDAQ","Consumer Cyclicals",3.38,118.520691101222,639.606,0.7481076
"EBMT","Eagle Bancorp Montana, Inc.","NASDAQ","Finance",14.85,119.049241215433,112.03,0.7478156
"AMAM","Ambrx Biopharma, Inc.","NASDAQ","Healthcare","NA","NA","NA",0.7442062
"FTFT","Future FinTech Group Inc.","NASDAQ","Finance",0.3701,7.52753669681368,36.988452,0.7420503
"MPB","Mid Penn Bancorp, Inc.","NASDAQ","Finance",29.98,500.558569665642,290.393,0.741974
"NYMT","New York Mortgage Trust, Inc.","NASDAQ","Finance",6.7,606.882263454543,429.894,0.7407446
"IAC","IAC Inc.","NASDAQ","Technology",52.01,4479.25032071723,4048.582,0.7403347
"TIVC","Tivic Health Systems, Inc.","NASDAQ","Healthcare",0.3569,2.20692396903763,1.113,0.73714
"FNWD","Finward Bancorp","NASDAQ","Finance",27.26,117.598006701799,109.383,0.736374
"BRID","Bridgford Foods Corporation","NASDAQ","Consumer Non-Cyclicals",10.62,96.3959528644373,231.734,0.7357604
"LSEA","Landsea Homes Corporation","NASDAQ","Consumer Cyclicals",12.54,454.893397053704,1400.147,0.7350292
"CNVS","Cineverse Corp. Class A","NASDAQ","Consumer Services",0.83,13.0362625934019,45.278,0.7343928
"CYCN","Cyclerion Therapeutics,Inc.","NASDAQ","Healthcare",2.88,7.80507645150328,0,0.7342691
"ASRT","Assertio Holdings, Inc.","NASDAQ","Healthcare",1.25,119.169540405273,132.186,0.7340079
"CTHR","Charles & Colvard, Ltd.","NASDAQ","Consumer Cyclicals",1.57,4.89568880463125,23.68486,0.7328835
"FTEK","Fuel Tech, Inc.","NASDAQ","Non-Energy Materials",1.03,31.629520243408,26.332,0.7311163
"GAIA","Gaia, Inc. Class A","NASDAQ","Technology",4.54,106.539916760752,84.711,0.7309763
"SPRO","Spero Therapeutics, Inc.","NASDAQ","Healthcare",1.355,73.2365869912937,105.428,0.7288485
"LPCN","Lipocine Inc","NASDAQ","Healthcare",3.63,19.4130226962593,7.761735,0.7281078
"SLE","Super League Enterprise, Inc.","NASDAQ","Technology",1.24,13.098680291781,25.03,0.7263934
"SFNC","Simmons First National Corporation Class A","NASDAQ","Finance",21.1,2649.12426893269,1436.832,0.7248392
"CPSS","Consumer Portfolio Services, Inc.","NASDAQ","Finance",8.38,178.721458396203,349.18,0.7223573
"NSYS","Nortech Systems Incorporated","NASDAQ","Healthcare",12.6,34.8034311341007,137.529,0.7222248
"JZXN","Jiuzi Holdings, Inc.","NASDAQ","Consumer Cyclicals",2.21,23.0013347304475,5.93100000000585,0.7208905
"GRIN","Grindrod Shipping Holdings Ltd.","NASDAQ","Industrials","NA",279.535384810335,387.096000000166,0.720653
"ALTO","Alto Ingredients, Inc.","NASDAQ","Non-Energy Materials",1.43,109.37650828616,1068.849,0.7203304
"LAND","Gladstone Land Corp.","NASDAQ","Finance",13.76,493.136941796518,89.535,0.7196606
"FCEL","FuelCell Energy, Inc.","NASDAQ","Industrials",0.4389,218.153790038778,87.083,0.7192963
"UONE","Urban One Inc Class A","NASDAQ","Consumer Services",2.06,74.534398692914,460.323,0.7187136
"ICCH","ICC Holdings, Inc.","NASDAQ","Finance",22.91,72.0055097171062,87.930214,0.716773
"IKT","Inhibikase Therapeutics, Inc.","NASDAQ","Healthcare",1.45,10.8229016286883,0.07957,0.7156703
"PBBK","PB Bankshares, Inc.","NASDAQ","Finance",15.51,39.5371616189896,22.727,0.7152056
"PBHC","Pathfinder Bancorp, Inc.","NASDAQ","Finance",15.8,96.3811241404921,79.09,0.7151345
"ATHA","Athira Pharma, Inc.","NASDAQ","Healthcare",3.245,124.735773417735,0,0.7125034
"HOTH","Hoth Therapeutics, Inc.","NASDAQ","Healthcare",0.7669,5.29452753977947,0,0.7102763
"FFIC","Flushing Financial Corporation","NASDAQ","Finance",14.41,418.882557534198,453.943,0.7101856
"ESSA","ESSA Bancorp, Inc.","NASDAQ","Finance",17.67,179.023980818292,110.2,0.7101439
"FONR","Fonar Corporation","NASDAQ","Healthcare",17.35,111.643872788048,102.717101,0.7100854
"CARA","Cara Therapeutics Inc","NASDAQ","Healthcare",0.3698,20.2822881175305,10.996,0.7091048
"HNVR","Hanover Bancorp Inc","NASDAQ","Finance",17.7499,126.479816490191,135.167,0.7090306
"EGBN","Eagle Bancorp, Inc.","NASDAQ","Finance",21.95,662.39233316599,689.59,0.7078159
"ECBK","ECB Bancorp, Inc.","NASDAQ","Finance",13.77,126.51698759096,62.318,0.7077284
"VRM","Vroom, Inc.","NASDAQ","Consumer Cyclicals",9.17,16.6936365729684,471.558,0.70683
"PMVP","PMV Pharmaceuticals, Inc.","NASDAQ","Healthcare",1.6,82.4315991287172,0,0.7066461
"SEVN","Seven Hills Realty Trust","NASDAQ","Finance",13.87,205.683763943169,73.495,0.7065845
"CZWI","Citizens Community Bancorp, Inc.","NASDAQ","Finance",13.33,137.26354665395,98.507,0.7053397
"BRY","Berry Corporation","NASDAQ","Energy",6.24,480.099313444749,844.467,0.7017929
"KNTE","Kinnate Biopharma, Inc.","NASDAQ","Healthcare","NA","NA",0,0.7009781
"NWLI","National Western Life Group, Inc. Class A","NASDAQ","Finance","NA","NA",742.992,0.7000662
"KVHI","KVH Industries, Inc.","NASDAQ","Technology",4.59,90.4876601927317,122.459,0.6999484
"OST","Ostin Technology Group Co., Ltd. Class A","NASDAQ","Technology",0.3519,5.21031940808683,57.5257000000359,0.6974061
"ELYM","Eliem Therapeutics, Inc.","NASDAQ","Healthcare",5.95,399.007971370665,0,0.6950666
"SWAG","Stran & Company, Inc","NASDAQ","Business Services",1.25,23.2591605186462,75.893871,0.6935723
"RBB","RBB Bancorp","NASDAQ","Finance",22.73,404.702793134406,235.074,0.6931281
"UFCS","United Fire Group, Inc.","NASDAQ","Finance",20.44,517.869967830866,1158.429,0.6929236
"BCBP","BCB Bancorp, Inc.","NASDAQ","Finance",12.6,214.569868098966,201.005,0.6916642
"KXIN","Kaixin Holdings","NASDAQ","Consumer Cyclicals",0.081301,4.04932274027499,31.5350000000055,0.6904398
"SENEA","Seneca Foods Corporation Class A","NASDAQ","Consumer Non-Cyclicals",60.74,420.613488250212,1464.666,0.6895725
"GRRR","Gorilla Technology Group, Inc.","NASDAQ","Technology",2.89,32.1119048140072,64.6949910000066,0.6865391
"AMPG","AmpliTech Group, Inc.","NASDAQ","Technology",0.85,8.26167134570153,12.21982,0.6845449
"HOPE","Hope Bancorp, Inc.","NASDAQ","Finance",12.77,1541.74295016401,1075.866,0.6840948
"EDTK","Skillful Craftsman Education Technology Ltd.","NASDAQ","Consumer Non-Cyclicals",1.17,18.6374569732425,1.99905600000139,0.6826969
"ITOS","iTeos Therapeutics, Inc.","NASDAQ","Healthcare",17.97,656.297492851518,35,0.6822111
"BHF","Brighthouse Financial, Inc.","NASDAQ","Finance",45.5,2764.39576721191,4071,0.67987
"LRFC","Logan Ridge Finance Corporation","NASDAQ","Finance",21.45,57.401534238672,7.512,0.6781601
"CSIQ","Canadian Solar Inc.","NASDAQ","Industrials",13.53,895.346638136885,6553.53078900816,0.6780692
"SILO","Silo Pharma Inc","NASDAQ","Healthcare",1.39,6.23339386246982,0.072102,0.6775259
"GLRE","Greenlight Capital Re, Ltd. Class A","NASDAQ","Finance",13.75,485.665731430054,666.18200000812,0.6769819
"UEIC","Universal Electronics Inc.","NASDAQ","Technology",8.5,110.328942298889,387.041,0.6763054
"MFIN","Medallion Financial Corp.","NASDAQ","Finance",8,185.35009765625,286.466,0.6734357
"APEI","American Public Education, Inc.","NASDAQ","Consumer Non-Cyclicals",15.83,280.21746008288,610.969,0.6733739
"BTOG","Bit Origin Limited","NASDAQ","Finance",1.95,10.7891494051407,7.08876300000762,0.6733469
"SHIP","Seanergy Maritime Holdings Corp.","NASDAQ","Industrials",10.96,227.745066405474,144.647916914977,0.67304
"PIRS","Pieris Pharmaceuticals, Inc.","NASDAQ","Healthcare",18.33,24.199999479657,20.872,0.6729267
"CCEC","Capital Clean Energy Carriers Corp.","NASDAQ","Industrials",16.975,945.285914171991,391.175289292685,0.6725675
"PSEC","Prospect Capital Corporation","NASDAQ","Finance",4.99,2084.61077962699,591.822,0.6711046
"CYTO","Altamira Therapeutics Ltd.","NASDAQ","Healthcare",0.9128,2.04489576218758,0,0.6701561
